Date,High,Low,Open,Close,Volume,Adj Close
13-04-2020,68.42500305,66.45749664,67.07749939,68.3125,131022800,67.47238159
14-04-2020,72.0625,69.51249695,70,71.76249695,194994800,70.87994385
15-04-2020,71.58249664,70.15750122,70.59999847,71.10749817,131154400,70.23301697
16-04-2020,72.05000305,70.58750153,71.84500122,71.67250061,157125200,70.79106903
17-04-2020,71.73750305,69.21499634,71.17250061,70.69999695,215250000,69.83052063
20-04-2020,70.41999817,69.21250153,69.48750305,69.23249817,130015200,68.381073
21-04-2020,69.3125,66.35749817,69.06999969,67.09249878,180991600,66.26738739
22-04-2020,69.47499847,68.05000305,68.40249634,69.02500153,116862400,68.17612457
23-04-2020,70.4375,68.71749878,68.96749878,68.75749969,124814400,67.91191864
24-04-2020,70.75250244,69.25,69.30000305,70.74250031,126161200,69.87251282
27-04-2020,71.13500214,69.98750305,70.44999695,70.79250336,117087600,69.92188263
28-04-2020,71.45749664,69.55000305,71.26999664,69.64499664,112004800,68.78849792
29-04-2020,72.41750336,70.97250366,71.18250275,71.93250275,137280800,71.04785919
30-04-2020,73.63249969,72.08750153,72.48999786,73.44999695,183064000,72.54670715
01-05-2020,74.75,71.46250153,71.5625,72.26750183,240616800,71.37874603
04-05-2020,73.42250061,71.58000183,72.29250336,73.29000092,133568000,72.3886795
05-05-2020,75.25,73.61499786,73.76499939,74.38999939,147751200,73.47514343
06-05-2020,75.80999756,74.71749878,75.11499786,75.15750122,142333600,74.2332077
07-05-2020,76.29250336,75.49250031,75.80500031,75.93499756,115215200,75.00114441
08-05-2020,77.58750153,76.07250214,76.41000366,77.53250122,133838400,76.78629303
11-05-2020,79.26249695,76.80999756,77.02500153,78.75250244,145946400,77.99455261
12-05-2020,79.92250061,77.72750092,79.45749664,77.85250092,162301200,77.10322571
13-05-2020,78.98750305,75.80249786,78.03749847,76.91249847,200622400,76.17225647
14-05-2020,77.44750214,75.38249969,76.12750244,77.38500214,158929200,76.64022064
15-05-2020,76.97499847,75.05249786,75.08750153,76.92749786,166348400,76.18711853
18-05-2020,79.125,77.58000183,78.29250336,78.73999786,135178400,77.9821701
19-05-2020,79.62999725,78.25250244,78.75749969,78.28500366,101729600,77.53156281
20-05-2020,79.87999725,79.12999725,79.16999817,79.80750275,111504800,79.03940582
21-05-2020,80.22250366,78.96749878,79.66500092,79.21250153,102688800,78.45013428
22-05-2020,79.80750275,78.83750153,78.94249725,79.72250366,81803200,78.95523071
26-05-2020,81.05999756,79.125,80.875,79.18250275,125522000,78.42042542
27-05-2020,79.67749786,78.27249908,79.03500366,79.52749634,112945200,78.76209259
28-05-2020,80.86000061,78.90750122,79.19249725,79.5625,133560800,78.79675293
29-05-2020,80.28749847,79.11750031,79.8125,79.48500061,153532400,78.72001648
01-06-2020,80.58750153,79.30249786,79.4375,80.46250153,80791200,79.68810272
02-06-2020,80.86000061,79.73249817,80.1875,80.83499908,87642800,80.05701447
03-06-2020,81.55000305,80.57499695,81.16500092,81.27999878,104491200,80.49772644
04-06-2020,81.40499878,80.19499969,81.09750366,80.58000183,87560400,79.80447388
05-06-2020,82.9375,80.80750275,80.83750153,82.875,137250400,82.07737732
08-06-2020,83.40000153,81.83000183,82.5625,83.36499786,95654400,82.56265259
09-06-2020,86.40249634,83.00250244,83.03500366,85.99749756,147712400,85.16982269
10-06-2020,88.69249725,86.52249908,86.97499847,88.20999908,166651600,87.36103058
11-06-2020,87.76499939,83.87000275,87.32749939,83.97499847,201662400,83.16677856
12-06-2020,86.94999695,83.55500031,86.18000031,84.69999695,200146000,83.88481903
15-06-2020,86.41999817,83.14499664,83.3125,85.74749756,138808800,84.92222595
16-06-2020,88.30000305,86.18000031,87.86499786,88.01999664,165428800,87.17285919
17-06-2020,88.84999847,87.77249908,88.78749847,87.89749908,114406400,87.05153656
18-06-2020,88.36250305,87.30500031,87.85250092,87.93250275,96820400,87.08620453
19-06-2020,89.13999939,86.28749847,88.66000366,87.43000031,264476000,86.58853912
22-06-2020,89.86499786,87.78749847,87.83499908,89.71749878,135445200,88.85401917
23-06-2020,93.09500122,90.56749725,91,91.63249969,212155600,90.75059509
24-06-2020,92.19750214,89.62999725,91.25,90.01499939,192623200,89.14865875
25-06-2020,91.25,89.39250183,90.17500305,91.20999908,137522400,90.33215332
26-06-2020,91.33000183,88.25499725,91.10250092,88.40750122,205256800,87.556633
29-06-2020,90.54250336,87.81999969,88.3125,90.44499969,130646000,89.5745163
30-06-2020,91.49500275,90,90.01999664,91.19999695,140223200,90.32225037
01-07-2020,91.83999634,90.97750092,91.27999878,91.02749634,110737200,90.15141296
02-07-2020,92.61750031,90.91000366,91.96250153,91.02749634,114041600,90.15141296
06-07-2020,93.94499969,92.46749878,92.5,93.46250153,118655600,92.56298065
07-07-2020,94.65499878,93.05750275,93.85250092,93.17250061,112424400,92.27577209
08-07-2020,95.375,94.08999634,94.18000031,95.34249878,117092000,94.42489624
09-07-2020,96.31749725,94.67250061,96.26249695,95.75250244,125642800,94.83094788
10-07-2020,95.98000336,94.70500183,95.33499908,95.91999817,90257200,94.99682617
13-07-2020,99.95500183,95.25749969,97.26499939,95.47750092,191649200,94.55859375
14-07-2020,97.25499725,93.87750244,94.83999634,97.05750275,170989200,96.12338257
15-07-2020,99.24749756,96.48999786,98.98999786,97.72499847,153198000,96.78445435
16-07-2020,97.40499878,95.90499878,96.5625,96.52249908,110577600,95.59352875
17-07-2020,97.14749908,95.83999634,96.98750305,96.32749939,92186800,95.40039825
20-07-2020,98.5,96.0625,96.41750336,98.35749817,90318000,97.41087341
21-07-2020,99.25,96.74250031,99.17250061,97,103433200,96.06643677
22-07-2020,97.97499847,96.60250092,96.69249725,97.27249908,89001600,96.33631134
23-07-2020,97.07749939,92.01000214,96.99749756,92.84500122,197004400,91.95143127
24-07-2020,92.97000122,89.14499664,90.98750305,92.61499786,185438800,91.72363281
27-07-2020,94.90499878,93.48000336,93.70999908,94.80999756,121214000,93.89750671
28-07-2020,94.55000305,93.24749756,94.36750031,93.25250244,103625600,92.35500336
29-07-2020,95.23000336,93.71250153,93.75,95.04000092,90329200,94.12529755
30-07-2020,96.29750061,93.76750183,94.1875,96.19000244,158130000,95.26422882
31-07-2020,106.4150009,100.8249969,102.8850021,106.2600021,374336800,105.2373123
03-08-2020,111.6374969,107.8925018,108.1999969,108.9375,308151200,107.8890381
04-08-2020,110.7900009,108.3874969,109.1324997,109.6650009,173071600,108.6095428
05-08-2020,110.3925018,108.8974991,109.3775024,110.0625,121776800,109.0032196
06-08-2020,114.4124985,109.7975006,110.4049988,113.9024963,202428800,112.8062515
07-08-2020,113.6750031,110.2925034,113.2050018,111.1125031,198045600,110.2415161
10-08-2020,113.7750015,110,112.5999985,112.7275009,212403600,111.8438568
11-08-2020,112.4824982,109.1074982,111.9700012,109.375,187902400,108.5176392
12-08-2020,113.2750015,110.2975006,110.4974976,113.0100021,165598000,112.1241455
13-08-2020,116.0425034,113.9274979,114.4300003,115.0100021,210082000,114.1084595
14-08-2020,115,113.0449982,114.8300018,114.9075012,165565200,114.0067673
17-08-2020,116.0875015,113.9625015,116.0625,114.6074982,119561600,113.7091217
18-08-2020,116,114.0074997,114.3525009,115.5625,105633600,114.6566315
19-08-2020,117.1624985,115.6100006,115.9824982,115.7074966,145538000,114.800499
20-08-2020,118.3925018,115.7324982,115.75,118.2750015,126907200,117.3478699
21-08-2020,124.8675003,119.25,119.2624969,124.3700027,338054800,123.3950958
24-08-2020,128.7850037,123.9375,128.6974945,125.8574982,345937600,124.8709335
25-08-2020,125.1800003,123.0524979,124.6975021,124.8249969,211495600,123.8465271
26-08-2020,126.9925003,125.0824966,126.1800003,126.5224991,163022400,125.5307236
27-08-2020,127.4850006,123.8324966,127.1425018,125.0100021,155552400,124.0300827
28-08-2020,126.4424973,124.5774994,126.0124969,124.8075027,187630000,123.8291779
31-08-2020,131,126,127.5800018,129.0399933,225702700,128.0284729
01-09-2020,134.8000031,130.5299988,132.7599945,134.1799927,151948100,133.1282043
02-09-2020,137.9799957,127,137.5899963,131.3999939,200119000,130.3699951
03-09-2020,128.8399963,120.5,126.9100037,120.8799973,257599600,119.9324417
04-09-2020,123.6999969,110.8899994,120.0699997,120.9599991,332607200,120.0118332
08-09-2020,118.9899979,112.6800003,113.9499969,112.8199997,231366600,111.9356308
09-09-2020,119.1399994,115.2600021,117.2600021,117.3199997,176940500,116.4003601
10-09-2020,120.5,112.5,120.3600006,113.4899979,182274400,112.6003799
11-09-2020,115.2300034,110,114.5699997,112,180860300,111.1220627
14-09-2020,115.9300003,112.8000031,114.7200012,115.3600006,140150100,114.4557266
15-09-2020,118.8300018,113.6100006,118.3300018,115.5400009,184642000,114.6343155
16-09-2020,116,112.0400009,115.2300034,112.1299973,154679000,111.2510376
17-09-2020,112.1999969,108.7099991,109.7200012,110.3399963,178011000,109.4750748
18-09-2020,110.8799973,106.0899963,110.4000015,106.8399963,287104900,106.0025024
21-09-2020,110.1900024,103.0999985,104.5400009,110.0800018,195713800,109.2171173
22-09-2020,112.8600006,109.1600037,112.6800003,111.8099976,183055400,110.933548
23-09-2020,112.1100006,106.7699966,111.6200027,107.1200027,150718700,106.2803268
24-09-2020,110.25,105,105.1699982,108.2200012,167743300,107.3716965
25-09-2020,112.4400024,107.6699982,108.4300003,112.2799988,149981400,111.3998642
28-09-2020,115.3199997,112.7799988,115.0100021,114.9599991,137672400,114.0588608
29-09-2020,115.3099976,113.5699997,114.5500031,114.0899963,99382200,113.1956787
30-09-2020,117.2600021,113.6200027,113.7900009,115.8099976,142675200,114.9021912
01-10-2020,117.7200012,115.8300018,117.6399994,116.7900009,116120400,115.8745117
02-10-2020,115.3700027,112.2200012,112.8899994,113.0199966,144712000,112.1340561
05-10-2020,116.6500015,113.5500031,113.9100037,116.5,106243800,115.586792
06-10-2020,116.1200027,112.25,115.6999969,113.1600037,161498200,112.2729797
07-10-2020,115.5500031,114.1299973,114.6200027,115.0800018,96849000,114.1779251
08-10-2020,116.4000015,114.5899963,116.25,114.9700012,83477200,114.068779
09-10-2020,117,114.9199982,115.2799988,116.9700012,100506900,116.0531082
12-10-2020,125.1800003,119.2799988,120.0599976,124.4000015,240226800,123.4248581
13-10-2020,125.3899994,119.6500015,125.2699966,121.0999985,262330500,120.1507263
14-10-2020,123.0299988,119.6200027,121,121.1900024,150712000,120.240036
15-10-2020,121.1999969,118.1500015,118.7200012,120.7099991,112559200,119.7637863
16-10-2020,121.5500031,118.8099976,121.2799988,119.0199966,115393800,118.0870285
19-10-2020,120.4199982,115.6600037,119.9599991,115.9800034,120639300,115.0708771
20-10-2020,118.9800034,115.6299973,116.1999969,117.5100021,124423700,116.5888672
21-10-2020,118.7099991,116.4499969,116.6699982,116.8700027,89946000,115.9538879
22-10-2020,118.0400009,114.5899963,117.4499969,115.75,101988000,114.8426666
23-10-2020,116.5500031,114.2799988,116.3899994,115.0400009,82572600,114.138237
26-10-2020,116.5500031,112.8799973,114.0100021,115.0500031,111850700,114.1481552
27-10-2020,117.2799988,114.5400009,115.4899979,116.5999985,92276800,115.6860046
28-10-2020,115.4300003,111.0999985,115.0500031,111.1999969,143937800,110.328331
29-10-2020,116.9300003,112.1999969,112.3700027,115.3199997,146129200,114.4160385
30-10-2020,111.9899979,107.7200012,111.0599976,108.8600006,190272600,108.0066681
02-11-2020,110.6800003,107.3199997,109.1100006,108.7699966,122866900,107.9173737
03-11-2020,111.4899979,108.7300034,109.6600037,110.4400024,107624400,109.574295
04-11-2020,115.5899963,112.3499985,114.1399994,114.9499969,138235500,114.0489349
05-11-2020,119.6200027,116.8700027,117.9499969,119.0299988,126387100,118.0969543
06-11-2020,119.1999969,116.1299973,118.3199997,118.6900024,114457900,117.9627914
09-11-2020,121.9899979,116.0500031,120.5,116.3199997,154515300,115.6073074
10-11-2020,117.5899963,114.1299973,115.5500031,115.9700012,138023400,115.2594528
11-11-2020,119.6299973,116.4400024,117.1900024,119.4899979,112295000,118.7578735
12-11-2020,120.5299988,118.5699997,119.6200027,119.2099991,103162300,118.479599
13-11-2020,119.6699982,117.8700027,119.4400024,119.2600021,81581900,118.5292969
16-11-2020,120.9899979,118.1500015,118.9199982,120.3000031,91183000,119.5629196
17-11-2020,120.6699982,118.9599991,119.5500031,119.3899994,74271000,118.658493
18-11-2020,119.8199997,118,118.6100006,118.0299988,76322100,117.3068237
19-11-2020,119.0599976,116.8099976,117.5899963,118.6399994,74113000,117.9130859
20-11-2020,118.7699966,117.2900009,118.6399994,117.3399963,73604300,116.621048
23-11-2020,117.6200027,113.75,117.1800003,113.8499985,127959300,113.1524353
24-11-2020,115.8499985,112.5899963,113.9100037,115.1699982,113874200,114.4643555
25-11-2020,116.75,115.1699982,115.5500031,116.0299988,76499200,115.3190765
27-11-2020,117.4899979,116.2200012,116.5699997,116.5899963,46691300,115.8756485
30-11-2020,120.9700012,116.8099976,116.9700012,119.0500031,169410200,118.3205795
01-12-2020,123.4700012,120.0100021,121.0100021,122.7200012,127728200,121.9680939
02-12-2020,123.3700027,120.8899994,122.0199966,123.0800018,89004200,122.3258972
03-12-2020,123.7799988,122.2099991,123.5199966,122.9400024,78967600,122.1867447
04-12-2020,122.8600006,121.5199966,122.5999985,122.25,78260400,121.5009766
07-12-2020,124.5699997,122.25,122.3099976,123.75,86712000,122.9917908
08-12-2020,124.9800034,123.0899963,124.3700027,124.3799973,82225500,123.6179199
09-12-2020,125.9499969,121,124.5299988,121.7799988,115089200,121.033844
10-12-2020,123.8700027,120.1500015,120.5,123.2399979,81312200,122.4849014
11-12-2020,122.7600021,120.5500031,122.4300003,122.4100037,86939800,121.6599884
14-12-2020,123.3499985,121.5400009,122.5999985,121.7799988,79184500,121.033844
15-12-2020,127.9000015,124.1299973,124.3399963,127.8799973,157243700,127.0964813
16-12-2020,128.3699951,126.5599976,127.4100037,127.8099976,98208600,127.0269012
17-12-2020,129.5800018,128.0399933,128.8999939,128.6999969,94359800,127.9114456
18-12-2020,129.1000061,126.1200027,128.9600067,126.6600037,192541500,125.8839569
21-12-2020,128.3099976,123.4499969,125.0199966,128.2299957,121251600,127.4443283
22-12-2020,134.4100037,129.6499939,131.6100006,131.8800049,168904800,131.0719757
23-12-2020,132.4299927,130.7799988,132.1600037,130.9600067,88223700,130.157608
24-12-2020,133.4600067,131.1000061,131.3200073,131.9700012,54930100,131.1614075
28-12-2020,137.3399963,133.5099945,133.9900055,136.6900024,124486200,135.8525085
29-12-2020,138.7899933,134.3399963,138.0500031,134.8699951,121047300,134.0436401
30-12-2020,135.9900055,133.3999939,135.5800018,133.7200012,96452100,132.9006958
31-12-2020,134.7400055,131.7200012,134.0800018,132.6900024,99116600,131.8769989
04-01-2021,133.6100006,126.7600021,133.5200043,129.4100037,143301900,128.6171112
05-01-2021,131.7400055,128.4299927,128.8899994,131.0099945,97664900,130.2072906
06-01-2021,131.0500031,126.3799973,127.7200012,126.5999985,155088000,125.8243256
07-01-2021,131.6300049,127.8600006,128.3600006,130.9199982,109578200,130.1178436
08-01-2021,132.6300049,130.2299957,132.4299927,132.0500031,105158200,131.2409058
11-01-2021,130.1699982,128.5,129.1900024,128.9799957,100384500,128.189743
12-01-2021,129.6900024,126.8600006,128.5,128.8000031,91951100,128.010849
13-01-2021,131.4499969,128.4900055,128.7599945,130.8899994,88636800,130.088028
14-01-2021,131,128.7599945,130.8000031,128.9100037,90221800,128.120163
15-01-2021,130.2200012,127,128.7799988,127.1399994,111598500,126.3610153
19-01-2021,128.7100067,126.9400024,127.7799988,127.8300018,90757300,127.0467834
20-01-2021,132.4900055,128.5500031,128.6600037,132.0299988,104319500,131.2210388
21-01-2021,139.6699982,133.5899963,133.8000031,136.8699951,120150900,136.0314026
22-01-2021,139.8500061,135.0200043,136.2799988,139.0700073,114459400,138.2179108
25-01-2021,145.0899963,136.5399933,143.0700073,142.9199982,157611700,142.0443115
26-01-2021,144.3000031,141.3699951,143.6000061,143.1600037,98390600,142.2828674
27-01-2021,144.3000031,140.4100037,143.4299927,142.0599976,140843800,141.1895905
28-01-2021,141.9900055,136.6999969,139.5200043,137.0899963,142621100,136.2500458
29-01-2021,136.7400055,130.2100067,135.8300018,131.9600067,177523800,131.151474
01-02-2021,135.3800049,130.9299927,133.75,134.1399994,106239800,133.3181152
02-02-2021,136.3099976,134.6100006,135.7299957,134.9900055,83305400,134.1629333
03-02-2021,135.7700043,133.6100006,135.7599945,133.9400024,89880900,133.1193237
04-02-2021,137.3999939,134.5899963,136.3000031,137.3899994,84183100,136.5482178
05-02-2021,137.4199982,135.8600006,137.3500061,136.7599945,75693800,136.1251678
08-02-2021,136.9600067,134.9199982,136.0299988,136.9100037,71297200,136.2744904
09-02-2021,137.8800049,135.8500061,136.6199951,136.0099945,76774200,135.3786469
10-02-2021,136.9900055,134.3999939,136.4799957,135.3899994,73046600,134.7615204
11-02-2021,136.3899994,133.7700043,135.8999939,135.1300049,64280000,134.5027466
12-02-2021,135.5299988,133.6900024,134.3500061,135.3699951,60145100,134.7416077
16-02-2021,136.0099945,132.7899933,135.4900055,133.1900024,80576300,132.5717621
17-02-2021,132.2200012,129.4700012,131.25,130.8399963,97918500,130.232666
18-02-2021,130,127.4100037,129.1999969,129.7100067,96856700,129.1078949
19-02-2021,130.7100067,128.8000031,130.2400055,129.8699951,87668800,129.2671661
22-02-2021,129.7200012,125.5999985,128.0099945,126,103916400,125.4151306
23-02-2021,126.7099991,118.3899994,123.7600021,125.8600006,158273000,125.2757721
24-02-2021,125.5599976,122.2300034,124.9400024,125.3499985,111039900,124.7681427
25-02-2021,126.4599991,120.5400009,124.6800003,120.9899979,148199500,120.4283829
26-02-2021,124.8499985,121.1999969,122.5899963,121.2600021,164560400,120.6971283
01-03-2021,127.9300003,122.7900009,123.75,127.7900009,116307900,127.1968231
02-03-2021,128.7200012,125.0100021,128.4100037,125.1200027,102260900,124.5392075
03-03-2021,125.7099991,121.8399963,124.8099976,122.0599976,112966300,121.4934082
04-03-2021,123.5999985,118.6200027,121.75,120.1299973,178155000,119.5723648
05-03-2021,121.9400024,117.5699997,120.9800034,121.4199982,153766600,120.8563843
08-03-2021,121,116.2099991,120.9300003,116.3600006,154376600,115.81987
09-03-2021,122.0599976,118.7900009,119.0299988,121.0899963,129525800,120.527916
10-03-2021,122.1699982,119.4499969,121.6900024,119.9800034,111943300,119.4230804
11-03-2021,123.2099991,121.2600021,122.5400009,121.9599991,103026500,121.3938751
12-03-2021,121.1699982,119.1600037,120.4000015,121.0299988,88105100,120.4681931
15-03-2021,124,120.4199982,121.4100037,123.9899979,92403800,123.4144592
16-03-2021,127.2200012,124.7200012,125.6999969,125.5699997,115227900,124.9871216
17-03-2021,125.8600006,122.3399963,124.0500031,124.7600021,111932600,124.1808853
18-03-2021,123.1800003,120.3199997,122.8799973,120.5299988,121229700,119.9705124
19-03-2021,121.4300003,119.6800003,119.9000015,119.9899979,185549500,119.4330215
22-03-2021,123.8700027,120.2600021,120.3300018,123.3899994,111912300,122.8172455
23-03-2021,124.2399979,122.1399994,123.3300018,122.5400009,95467100,121.9711914
24-03-2021,122.9000015,120.0699997,122.8199997,120.0899963,88530500,119.5325546
25-03-2021,121.6600037,119,119.5400009,120.5899963,98844700,120.0302353
26-03-2021,121.4800034,118.9199982,120.3499985,121.2099991,94071200,120.6473618
29-03-2021,122.5800018,120.7300034,121.6500015,121.3899994,80819200,120.8265228
30-03-2021,120.4000015,118.8600006,120.1100006,119.9000015,85671900,119.3434372
31-03-2021,123.5199966,121.1500015,121.6500015,122.1500015,118323800,121.5830002
01-04-2021,124.1800003,122.4899979,123.6600037,123,75089100,122.4290466
05-04-2021,126.1600037,123.0699997,123.8700027,125.9000015,88651200,125.3155975
06-04-2021,127.1299973,125.6500015,126.5,126.2099991,80171300,125.6241531
07-04-2021,127.9199982,125.1399994,125.8300018,127.9000015,83466700,127.3063049
08-04-2021,130.3899994,128.5200043,128.9499969,130.3600006,88844600,129.7548828
09-04-2021,133.0399933,129.4700012,129.8000031,133,106686700,132.3826294
12-04-2021,132.8500061,130.6300049,132.5200043,131.2400055,91420000,130.6308136
13-04-2021,134.6600037,131.9299927,132.4400024,134.4299927,91266500,133.8059845
14-04-2021,135,131.6600037,134.9400024,132.0299988,87222800,131.4171295
15-04-2021,135,133.6399994,133.8200073,134.5,89347100,133.8756714
16-04-2021,134.6699982,133.2799988,134.3000031,134.1600037,84922400,133.537262
19-04-2021,135.4700012,133.3399963,133.5099945,134.8399963,94264200,134.2140808
20-04-2021,135.5299988,131.8099976,135.0200043,133.1100006,94812300,132.4921265
21-04-2021,133.75,131.3000031,132.3600006,133.5,68847100,132.8802948
22-04-2021,134.1499939,131.4100037,133.0399933,131.9400024,84566500,131.3275604
23-04-2021,135.1199951,132.1600037,132.1600037,134.3200073,78657500,133.6965027
26-04-2021,135.0599976,133.5599976,134.8300018,134.7200012,66905100,134.0946503
27-04-2021,135.4100037,134.1100006,135.0099945,134.3899994,66015800,133.7661743
28-04-2021,135.0200043,133.0800018,134.3099976,133.5800018,107760100,132.9599457
29-04-2021,137.0700073,132.4499969,136.4700012,133.4799957,151101000,132.8603973
30-04-2021,133.5599976,131.0700073,131.7799988,131.4600067,109839500,130.8497925
03-05-2021,134.0700073,131.8300018,132.0399933,132.5399933,75135100,131.9247589
04-05-2021,131.4900055,126.6999969,131.1900024,127.8499985,137564700,127.2565384
05-05-2021,130.4499969,127.9700012,129.1999969,128.1000061,84000900,127.5053864
06-05-2021,129.75,127.1299973,127.8899994,129.7400055,78128300,129.1377563
07-05-2021,131.2599945,129.4799957,130.8500061,130.2100067,78973300,129.8257446
10-05-2021,129.5399933,126.8099976,129.4100037,126.8499985,88071200,126.4756393
11-05-2021,126.2699966,122.7699966,123.5,125.9100037,126142800,125.5384216
12-05-2021,124.6399994,122.25,123.4000015,122.7699966,112172300,122.4076843
13-05-2021,126.1500015,124.2600021,124.5800018,124.9700012,105861300,124.6011887
14-05-2021,127.8899994,125.8499985,126.25,127.4499969,81918000,127.0738678
17-05-2021,126.9300003,125.1699982,126.8199997,126.2699966,74244600,125.8973541
18-05-2021,126.9899979,124.7799988,126.5599976,124.8499985,63342900,124.4815445
19-05-2021,124.9199982,122.8600006,123.1600037,124.6900024,92612000,124.3220215
